is_first_time_recipient,amount_ratio,hour,is_night,velocity_24h,recipient_flagged_count,is_scam
0,0.8486814102220827,14,0,2,0,0
0,1.4588170797824092,9,0,4,0,0
0,0.9526498811963793,20,0,0,0,0
0,1.2970732314351177,16,0,0,0,0
0,0.3064296399401837,17,0,4,0,0
0,0.7634027095974072,17,0,1,0,0
0,3.791250295910615,0,1,5,2,1
0,0.841973430417224,5,1,0,0,0
1,1.1203150815429725,13,0,2,0,0
0,1.599530599514093,17,0,0,0,0
0,1.1705616116229498,18,0,2,0,0
0,17.818975377414894,19,0,0,3,1
0,3.532794543146998,18,0,1,0,1
1,2.9485647551519194,8,0,2,1,1
1,0.7356591339913698,18,0,2,0,0
0,0.6962443438194491,18,0,1,0,0
1,5.283418473947072,8,0,2,0,1
1,2.260150771147354,0,1,2,0,1
0,4.014805572357899,17,0,1,0,1
1,9.242541399820983,6,0,4,1,1
0,0.6614290724600596,19,0,0,0,0
0,0.4869060269020935,17,0,0,0,0
0,0.8254488569852562,13,0,0,0,0
1,0.766214522917252,12,0,0,0,0
0,0.9570129352069715,17,0,0,0,0
0,1.367346870769766,20,0,0,0,1
0,0.545914678151543,19,0,2,0,0
0,2.156914602915348,9,0,0,0,0
1,10.686305676855177,0,1,4,1,1
1,3.006514745040368,12,0,1,0,1
0,0.9523927937813725,19,0,3,0,0
0,0.7720476730104662,13,0,2,0,0
1,6.049849868534224,21,0,2,2,1
1,4.5139526426147984,0,1,2,3,0
1,2.537452148926961,14,0,2,0,0
0,1.1994331559752696,10,0,0,0,0
0,5.4459223234643295,14,0,5,0,1
1,3.229026492411695,0,1,0,0,1
1,6.181263126879137,0,1,0,4,1
0,0.46547679510588175,2,1,1,0,0
0,2.237744631055743,7,0,1,0,0
1,3.373584654919694,3,1,5,0,1
0,1.0629258208726255,21,0,0,0,0
0,1.2605907188247731,10,0,3,0,0
1,1.9626017894362668,7,0,3,0,1
1,0.7644883482143008,5,1,1,0,0
0,0.9795434918582535,18,0,1,0,0
1,0.836170127676718,11,0,0,0,0
1,6.988570590706625,22,0,0,0,1
0,0.7319663617723802,15,0,1,0,0
0,0.5308381349222402,11,0,0,0,0
1,4.141196776363255,0,1,1,4,1
0,1.5263857132080814,20,0,3,0,0
1,2.767597079258074,4,1,3,2,1
0,1.1522547994237302,21,0,3,0,0
0,0.6766537983083784,8,0,1,0,0
0,1.859590530335519,23,1,1,0,0
0,1.7247239388687192,7,0,0,0,0
0,8.075808833756126,0,1,3,0,1
0,1.1215707770153442,11,0,0,0,0
0,3.8958589239528734,10,0,5,0,1
0,0.8878025969450989,23,1,2,0,0
0,4.956748545071767,2,1,1,3,1
1,6.945183992293106,5,1,1,0,1
0,1.7999399230366768,14,0,3,0,0
0,0.6735000392450204,16,0,1,0,0
0,0.7025114365903908,11,0,0,0,0
0,2.5374478202226993,16,0,0,0,0
0,1.438161466789091,12,0,2,0,0
0,0.8334227946031759,10,0,1,0,0
0,6.522527151518728,9,0,3,3,1
0,1.1011501621826267,0,1,5,0,1
1,4.267565970022582,5,1,2,0,1
1,0.7952074063066966,15,0,1,0,0
1,0.5672895061474792,9,0,5,0,0
0,2.1661431585093123,11,0,1,0,0
0,1.5351148157533996,16,0,1,0,0
1,5.510599905816909,0,1,1,2,1
0,1.299503677639084,23,1,0,0,0
0,1.1897681064080805,16,0,0,0,0
0,5.202198200534845,18,0,1,4,1
1,4.011151824316658,0,1,3,0,1
1,3.115792355884265,10,0,3,1,1
0,1.927092963955332,15,0,5,0,0
0,0.5314093386462223,10,0,0,0,0
0,1.102903687170521,21,0,0,0,0
1,3.0257287216773063,7,0,3,0,1
0,0.564536237404168,7,0,2,0,0
1,3.0117897075922437,1,1,5,0,0
1,1.438867658537885,11,0,1,0,0
0,0.5774974936794195,13,0,1,0,0
0,1.2929115701029983,6,0,0,0,0
1,2.2580916664839945,8,0,1,0,1
0,0.8771720625600649,8,0,1,0,0
1,1.2594499222457114,12,0,1,0,0
0,1.02955880326797,18,0,0,0,0
0,0.7699296226138934,16,0,1,0,0
0,1.0518035105543693,0,1,1,0,0
0,0.8428000884955658,15,0,1,0,0
0,1.4157912667671,23,1,1,0,0
0,1.423678304772597,23,1,2,0,0
0,0.5787593426765513,12,0,2,0,0
1,8.664810970953395,3,1,0,5,1
0,2.6786733342941957,8,0,2,0,1
0,1.4738472373353804,23,1,0,0,0
0,0.8172615838801536,18,0,2,0,0
0,1.784451944864902,10,0,2,0,0
1,17.087258667340862,9,0,1,2,1
0,0.5862269833343998,17,0,1,0,0
0,1.6969870446087831,4,1,1,0,0
0,2.336014154604229,0,1,2,2,1
1,0.8404379906644012,18,0,1,0,0
0,3.914525156753713,1,1,2,1,0
0,0.5041701840112252,14,0,1,0,0
1,7.586187542152348,22,0,5,0,1
0,0.4662988733280127,11,0,0,0,0
1,0.7980831795697351,13,0,0,0,1
1,0.9728610787520258,14,0,0,0,0
1,0.3914521246357289,19,0,1,0,0
0,1.3188633306527844,22,0,0,0,0
1,7.045781865494602,2,1,3,1,1
1,1.6899007599229583,14,0,2,0,0
0,3.5472438990402293,19,0,2,4,1
0,0.9551145122137897,19,0,1,0,0
0,3.520971756742907,14,0,3,0,0
0,1.0082558851482344,16,0,1,0,0
0,4.659634657585152,10,0,2,1,1
0,0.6140873139122798,7,0,1,0,0
0,2.987966449826185,9,0,3,0,0
0,0.8145564906658785,23,1,0,0,0
0,0.9563631077392981,8,0,2,0,0
0,1.021614054163882,11,0,0,0,0
0,0.542000126239086,14,0,1,0,0
1,3.162765221586505,2,1,1,3,1
0,1.2455252722273396,20,0,1,0,0
1,0.7795584379777684,9,0,0,0,1
0,1.7514085076135908,0,1,1,0,0
0,3.817786667686704,16,0,1,0,1
0,0.8015271196180809,14,0,1,0,0
0,0.6873253516410452,10,0,0,0,0
1,1.5650069353543583,8,0,0,0,0
0,1.8358397560345086,16,0,0,0,0
0,1.1232199110504362,18,0,4,0,0
1,0.48329059396361546,11,0,0,0,0
0,1.5235727544061575,15,0,0,0,0
1,2.3097564513993536,0,1,3,0,1
1,9.81649931335706,0,1,2,0,1
0,1.7228792666249686,23,1,0,0,0
0,0.8943618238465447,10,0,0,0,0
1,3.4658976783545232,7,0,4,2,1
0,1.0047653638607255,17,0,1,0,0
1,3.694796033668933,6,0,1,4,1
0,0.5194366184526742,7,0,0,0,1
0,0.7372863511216163,16,0,1,0,0
0,0.976405498337773,19,0,0,0,0
0,1.4782664948565507,12,0,2,0,0
1,4.8173573468569995,5,1,1,4,1
0,3.2841855240023,3,1,3,2,1
1,6.73419789691655,8,0,1,1,1
0,1.3651254260340089,15,0,1,0,0
1,1.146737781052903,4,1,2,0,0
1,14.789173371193025,1,1,2,0,1
0,0.2890997220671156,14,0,3,0,0
0,0.996311171582473,3,1,2,0,0
1,4.599641407198341,6,0,1,5,1
1,0.9580994955171149,22,0,1,0,0
0,0.5019278832889293,8,0,2,0,0
0,0.7622768798391757,12,0,2,0,0
1,6.210789656034803,2,1,2,0,1
0,0.9935514973589896,12,0,1,0,0
1,0.686085063471364,14,0,1,0,0
0,0.6192603154069143,12,0,3,0,0
0,1.1250021371235388,18,0,0,0,0
1,6.13419824344846,22,0,5,3,1
0,0.7571400215025581,17,0,0,0,0
1,3.366416298024581,3,1,3,1,1
1,3.1504906865961355,12,0,4,0,1
0,4.463229951135804,1,1,1,2,1
1,1.3163860362347504,22,0,0,0,0
0,1.221264885890928,6,0,1,0,0
0,0.6752624854822191,12,0,1,0,0
0,8.22239583405158,6,0,1,1,1
1,0.6651907773797612,9,0,0,0,0
0,0.8729847499571295,19,0,2,0,0
0,1.4605585262004075,15,0,1,0,0
0,0.9559055129050568,7,0,0,0,0
0,1.3267185526781278,23,1,5,1,1
0,0.9149411747747912,8,0,2,0,0
0,0.7947298839007113,23,1,2,0,0
0,2.1894591570223625,6,0,1,0,0
0,0.3991704004709689,15,0,1,0,0
0,2.3622285703294423,5,1,2,0,1
0,16.503467901515723,14,0,4,1,1
1,1.464531198270058,9,0,1,0,0
1,0.6065352751827494,10,0,1,0,0
0,1.119724483232193,10,0,1,0,0
1,1.051209206865915,13,0,0,0,0
0,5.749927335008769,1,1,3,0,1
0,0.9246170337727402,21,0,0,0,0
0,0.939392200625644,5,1,1,0,0
0,1.8108877530974734,13,0,1,0,1
0,1.2030132109114613,7,0,0,0,1
0,1.2756619502438644,16,0,1,0,0
1,0.47973808578472626,11,0,0,0,0
0,1.16946451825359,18,0,4,0,0
0,0.716787255009168,22,0,1,0,0
0,0.6136047752940704,16,0,1,0,0
0,2.3508272977815605,13,0,1,0,0
1,1.6129486400660071,16,0,2,0,0
0,0.7556700888572452,23,1,1,0,0
0,0.9053356999686205,4,1,0,0,0
0,0.6748722580264261,20,0,0,0,0
0,0.6613946597046118,2,1,2,0,0
0,0.5092590791844794,7,0,1,0,0
1,2.831303746444277,19,0,2,3,1
1,2.3928209610127706,15,0,2,0,1
0,0.613104159402701,13,0,2,0,0
0,1.8204164312390647,1,1,2,0,1
0,0.675232624919667,5,1,3,0,0
1,3.3482079610493702,0,1,3,2,1
0,1.8484621663845406,23,1,4,0,0
0,2.112734288526305,16,0,1,0,0
1,2.5737562189352885,0,1,3,0,1
0,2.7426804009300003,3,1,3,0,0
0,1.9541198612574082,20,0,3,0,0
0,0.7882781392847019,12,0,2,0,0
0,0.912858495518656,23,1,1,0,0
0,0.6051486961346452,14,0,1,0,0
0,0.8908939876086197,17,0,0,0,0
1,1.869147713036032,12,0,0,0,0
1,7.119329641384239,2,1,4,0,1
1,1.3898137303296858,17,0,0,0,0
0,2.129605682373596,23,1,4,3,0
0,0.7358188784176738,10,0,2,0,0
0,1.5965695924477257,13,0,1,0,0
1,0.8707938213292158,4,1,1,0,0
0,2.746839560978785,21,0,3,0,0
1,2.855159008081678,0,1,1,0,1
1,1.4317003650704994,17,0,1,0,0
0,1.6161317446987886,11,0,0,0,0
0,0.34764437809660753,14,0,1,0,0
0,1.0134149345257868,7,0,1,0,0
1,3.1887249901248516,9,0,2,0,1
0,2.2301995372869072,18,0,1,0,0
0,6.572745567577776,0,1,3,3,1
1,4.688974507718989,0,1,3,2,1
1,6.0283284051624095,6,0,3,5,1
0,1.0675668573075432,18,0,1,0,0
1,6.966751759013316,0,1,1,0,1
0,1.3182440556930952,23,1,3,0,0
0,0.6776752133732523,5,1,3,0,1
0,0.6877399881470736,12,0,1,0,0
1,2.7061846840386443,3,1,1,2,1
1,3.2219747501057,18,0,2,0,1
1,3.4438927129666315,6,0,3,4,1
1,4.413874996529986,11,0,1,2,1
0,1.070716716910528,0,1,0,0,1
0,0.604849283331091,10,0,2,0,0
0,2.2436518775083547,14,0,2,0,0
1,4.101674527759274,1,1,1,2,1
0,1.0032152772127503,0,1,2,0,0
0,0.549053955296764,20,0,3,0,1
0,1.6143051682994058,7,0,2,0,0
0,0.653267494261755,9,0,1,0,0
0,2.4426465955333847,16,0,4,0,1
0,2.43398566223142,21,0,0,0,0
0,0.45760954791546504,12,0,2,0,0
1,5.21837627168243,17,0,4,0,1
0,0.6829126395990728,6,0,1,0,0
1,3.2587805034346267,21,0,3,0,1
1,6.467538605712441,0,1,3,0,1
0,0.9076978039357363,16,0,0,0,0
1,1.427579118701527,8,0,3,0,0
0,0.6269832882526637,16,0,3,0,0
0,0.8674686481265965,17,0,0,0,0
0,2.3731844294861575,9,0,0,0,0
0,1.2714616547583293,8,0,1,0,0
0,1.0603665665409616,14,0,1,0,0
1,1.8386535455494608,19,0,1,0,1
1,2.844221548447583,0,1,0,1,1
0,1.8773344526984943,8,0,1,0,0
0,4.774788405976918,4,1,3,5,1
0,1.2392206767735618,12,0,1,0,1
1,3.619220671283423,20,0,1,0,0
0,0.4618616325489352,21,0,1,0,0
0,0.7447103336277655,16,0,0,0,0
0,6.208466490025661,2,1,3,0,1
0,2.0199707428006293,19,0,3,0,0
0,1.2591355614200082,23,1,2,0,0
1,1.5709625948833388,15,0,2,0,0
1,2.897675561133871,23,1,1,5,1
0,0.2813333531899214,5,1,1,0,0
0,9.123413114107494,0,1,4,3,0
1,1.598876642315621,8,0,3,4,0
0,1.00604478673202,15,0,0,0,0
0,0.6653216617896649,14,0,0,0,0
0,1.1427023307981952,18,0,0,0,1
0,0.7377727899284922,11,0,5,0,0
0,2.552481312893894,12,0,2,0,0
0,1.7459454643169703,20,0,0,0,0
0,1.0884307016606847,0,1,2,0,0
0,0.2865147209734148,17,0,1,0,0
0,0.4827332489476603,2,1,4,0,0
0,0.6104981882633356,11,0,2,0,1
1,0.7941863549631428,9,0,2,0,0
0,1.231200399407297,11,0,3,0,0
0,8.976188067193199,20,0,5,0,1
1,1.7656249046859798,0,1,1,0,1
0,0.5296046045759184,20,0,1,0,0
0,0.26557601578819673,12,0,0,0,0
1,1.5217594954103912,11,0,2,5,1
1,1.825480852993063,16,0,3,0,0
0,1.6675495406631482,19,0,2,0,0
0,0.5395291087062363,13,0,0,0,0
0,2.0645368492620717,21,0,0,0,0
0,0.8136960089554429,7,0,1,0,0
0,4.022995684999665,4,1,3,1,1
0,3.119555906039539,3,1,5,0,1
1,0.7145102520425098,5,1,3,0,0
0,1.107903689625901,17,0,0,0,0
1,29.443800301502645,6,0,0,5,1
0,1.15726519397503,16,0,1,0,0
1,10.784155102901664,0,1,5,2,1
0,7.122731672598074,21,0,2,5,1
0,0.6550717128019199,10,0,2,0,0
0,1.4423225374793016,9,0,0,0,0
0,0.5632843922176827,19,0,0,0,0
1,0.39096293410270017,5,1,2,0,0
1,4.7090220112043975,3,1,2,1,1
1,2.8249336473521,1,1,1,0,1
0,1.3146377504277824,17,0,1,0,0
1,1.613581327101848,9,0,5,0,1
1,4.470028362999637,1,1,1,0,1
0,0.800742795805248,13,0,1,0,0
1,1.8657579503026498,1,1,4,2,1
1,4.650020310002036,0,1,2,1,0
1,1.260525856353919,11,0,1,0,0
1,1.535741954246253,4,1,1,0,0
1,5.764644213539837,4,1,2,2,1
0,1.6020367293732767,5,1,1,0,0
1,9.555928816795022,22,0,2,5,1
0,1.8692936907268873,2,1,1,0,1
0,0.7679310967027971,11,0,0,0,0
0,1.376523584087849,23,1,4,0,0
0,1.9776931998111031,2,1,0,0,0
1,8.034412884941188,0,1,0,0,1
0,1.3615241446343256,18,0,2,0,0
1,3.388241871005042,8,0,7,0,1
1,6.354838394757037,0,1,4,0,1
1,1.8680801778454295,7,0,8,0,1
0,1.1180219515531593,12,0,1,0,0
1,4.28628578971667,0,1,1,1,1
1,1.6987661823397924,0,1,1,0,0
0,0.8861945158884044,21,0,3,0,0
0,0.9705315764677064,15,0,2,0,0
1,4.2360584290446255,0,1,6,2,1
1,9.70580657459205,5,1,3,2,1
0,0.7912342692096274,9,0,2,0,0
0,0.9110267650031747,10,0,2,0,0
0,8.163265603564527,12,0,3,1,1
1,0.6477132017933177,12,0,2,0,0
0,1.0133689184151673,4,1,2,0,0
0,2.4388606105864303,3,1,2,0,1
1,1.6690793830639226,23,1,4,1,1
0,0.7828023108365345,19,0,0,0,0
0,1.560524919474497,17,0,3,0,0
0,0.6877162222410799,2,1,1,0,1
0,0.6063712588827821,12,0,0,0,0
0,0.7599228221397515,20,0,1,0,0
0,1.2092912540481329,11,0,3,0,0
0,2.2019776439837173,12,0,2,0,0
0,0.6562552165374891,13,0,3,0,0
0,1.0172256512639108,16,0,2,0,0
0,1.0757820579671098,16,0,2,0,0
0,1.3949898412821335,15,0,2,0,0
0,1.5637810899385667,13,0,0,0,0
0,2.575624125248795,4,1,0,0,0
1,1.0916362412632796,0,1,3,0,1
0,1.411328189686264,5,1,2,0,0
0,1.4647243330436912,0,1,1,0,0
0,1.145734449047907,21,0,1,0,0
0,2.0227825292879595,8,0,2,0,0
0,0.9668078404513507,10,0,1,0,0
1,1.717537937362253,15,0,2,0,0
1,6.331385407153827,0,1,1,0,0
0,0.6780167444036528,13,0,0,0,0
0,1.1720555518857647,23,1,1,0,0
0,0.617202331401454,11,0,1,0,0
0,0.45915934327163527,15,0,2,0,0
0,2.8487759916395445,12,0,1,0,0
0,1.0413738408386872,14,0,0,0,0
1,1.3918552291295345,2,1,1,0,0
0,0.33051815624151415,14,0,0,0,0
1,7.764862258446563,4,1,3,2,1
1,1.7417935899152268,13,0,1,0,0
0,1.3714451511446668,13,0,2,0,1
0,0.9162335144507203,15,0,0,0,0
0,0.6203968602344831,18,0,1,0,0
0,0.8053902747301904,8,0,1,0,0
0,2.170215257982222,14,0,0,0,0
1,4.34066248326506,0,1,1,4,1
0,0.929688933359526,18,0,1,0,1
1,3.057769531044388,7,0,3,0,1
1,1.1617698119416817,18,0,0,0,0
0,0.4451105295526806,23,1,1,0,0
0,2.505397951802644,17,0,2,0,0
1,2.323952600520557,0,1,7,0,1
0,0.46091943625290316,20,0,0,0,0
1,0.8916814519993022,12,0,1,0,0
1,4.41144750662684,0,1,4,0,1
0,1.5483211489664266,19,0,2,0,0
1,0.7177837958121936,16,0,1,0,0
0,0.45647642459193477,2,1,0,0,0
1,9.379016590727943,0,1,2,0,1
1,0.5454281772048843,14,0,1,0,0
0,0.3904719223863135,17,0,0,0,0
0,4.450391050804953,0,1,6,0,1
0,0.7491360330678112,16,0,0,0,0
0,0.7462421669276621,17,0,1,0,0
0,3.154862031116718,6,0,2,0,1
0,0.45659193499529416,11,0,2,0,0
1,4.872261244805033,0,1,3,3,1
1,1.2901978770994034,20,0,3,4,1
0,1.3530966645961335,12,0,4,0,1
1,1.7550931998826205,3,1,3,0,1
0,1.9678031601850945,19,0,1,0,0
1,0.4114022554409284,17,0,1,0,0
1,3.606403472004146,0,1,3,0,1
0,3.069332637976009,22,0,2,0,0
0,1.1873031833666683,23,1,1,0,0
1,7.781388868407366,9,0,3,1,0
0,1.763161518767646,7,0,1,0,0
0,1.9431600379566685,16,0,6,0,1
0,0.4318349311858834,12,0,1,0,0
1,6.392507210355211,0,1,2,3,1
0,1.1511504142278428,23,1,2,0,0
1,4.339368037024014,5,1,1,1,1
0,1.447309529762379,9,0,0,0,0
1,0.8043844263419326,14,0,0,0,0
1,0.6873534270823392,16,0,1,0,0
0,1.2625890143341538,7,0,2,0,1
0,1.0946995901249015,13,0,1,0,0
0,1.6510849916800263,20,0,0,0,0
1,0.6622332986990626,17,0,1,0,0
0,0.6622890084671577,15,0,1,0,0
1,7.449776115272873,14,0,0,3,1
1,1.4545964492747916,9,0,4,0,0
1,4.478012835736318,4,1,0,2,1
0,1.1612059489865227,19,0,1,0,0
0,2.528443980176435,21,0,3,0,0
0,2.079158412074603,0,1,2,0,0
0,0.8290948367221695,16,0,1,0,0
0,1.7288460836485502,18,0,1,0,0
1,4.173350588291486,6,0,1,0,0
1,4.872808892498806,0,1,5,0,1
0,8.019064835633698,0,1,0,0,1
0,4.263834251593746,3,1,3,0,1
0,2.508507069393028,9,0,1,0,0
0,0.5594603801928912,7,0,0,0,0
1,20.651577815173486,0,1,3,0,1
0,0.9828098411458852,12,0,0,0,0
0,1.9507028215328757,6,0,2,0,0
1,1.0823650614869387,6,0,2,0,0
1,2.352202262845551,0,1,2,0,1
0,2.8777761293356376,9,0,0,0,0
0,1.9205704796124967,16,0,1,0,0
0,1.0036127416928349,11,0,1,0,0
0,0.8554071531938451,21,0,1,0,0
1,2.4564782722533387,14,0,2,0,1
1,6.372086106162498,3,1,0,0,1
0,1.099572751270726,15,0,2,0,0
0,1.359778779032539,8,0,1,0,0
1,0.30727282067502487,13,0,1,0,0
1,1.5537562808092036,9,0,0,0,0
0,0.56642493650484,11,0,0,0,0
0,1.1912642797715944,14,0,1,0,0
1,3.778357372991662,5,1,2,0,1
0,1.3701098404575927,21,0,0,0,0
0,0.6000941160541069,13,0,1,0,0
0,0.9507035716578129,8,0,1,0,0
1,1.030937708759371,15,0,1,0,0
0,3.9872671350428783,1,1,4,0,1
0,3.083155930349911,18,0,2,0,0
0,0.9071012460079746,20,0,1,0,0
1,1.103571375276771,12,0,0,0,0
1,8.295262583588226,6,0,0,2,1
1,4.097138857621015,1,1,5,2,0
0,3.781963684713149,12,0,3,2,0
1,2.91901336305733,0,1,2,3,1
0,1.1004844397197668,14,0,1,0,1
0,0.6312349276386149,13,0,3,0,0
1,1.2666299789835203,19,0,1,0,1
0,3.090811441344825,1,1,2,2,1
1,4.4496701072513885,6,0,1,1,1
0,1.6202999954659683,21,0,1,0,0
0,0.9773787531916048,4,1,1,0,0
1,0.7217782756425376,15,0,0,0,0
1,1.5917216333390067,15,0,5,3,1
1,1.067186105058517,10,0,4,0,0
1,2.548363523644419,14,0,1,0,0
0,1.160634210013016,23,1,1,0,0
0,0.840814416608778,10,0,3,0,1
0,4.236260761394812,3,1,2,5,1
0,1.9434802228665127,19,0,2,0,0
0,1.326526696954989,4,1,1,0,0
0,1.0201155284937664,18,0,0,0,0
0,3.492372575148137,0,1,5,4,1
1,5.304269670992079,5,1,3,0,1
0,4.539638599171236,19,0,1,2,1
0,6.099974492302779,2,1,2,0,1
1,9.239322636351893,11,0,4,0,1
0,1.415625119011203,18,0,2,0,1
1,0.9975700978926029,10,0,2,0,0
0,1.274664604578536,23,1,2,0,0
0,0.7626228260620042,11,0,1,0,0
0,0.9972591329163185,21,0,0,0,0
0,4.325351972242554,21,0,4,0,0
1,1.4606716585528072,10,0,3,0,1
0,1.0266550958272092,23,1,1,0,0
1,6.600601939168461,11,0,2,3,1
0,0.8506005747832421,14,0,4,0,1
0,3.850890844074185,10,0,3,5,1
0,0.7371895569482767,20,0,2,0,0
0,1.4531425376207903,1,1,1,0,0
0,0.7335778944215785,16,0,0,0,0
0,1.0289922425515632,13,0,3,0,0
1,4.372634442961524,5,1,6,0,1
0,1.0036157494703035,9,0,1,0,0
0,0.8264815757597842,19,0,4,0,0
0,0.7582635543614697,8,0,1,0,0
0,2.487104328215937,2,1,0,0,0
1,1.2102721688389773,10,0,1,0,0
0,0.6997964798159382,9,0,0,0,0
1,1.3631287419045992,9,0,4,0,0
0,0.6582630141443698,9,0,1,0,0
0,1.8420228322393106,1,1,2,0,0
0,1.255163616669653,23,1,0,0,0
1,1.3078929059094673,3,1,2,0,0
0,1.6556465841209838,17,0,1,0,0
0,0.6534615322091244,20,0,1,0,0
1,7.1883258502686145,4,1,3,2,1
1,5.24432360363138,11,0,3,1,1
1,6.224884083855589,5,1,3,3,1
0,6.17913668360917,15,0,2,4,1
1,0.6109812534484869,17,0,2,0,0
0,1.7905886018748842,23,1,2,0,0
0,3.278228794983237,16,0,0,0,0
1,8.650791421111348,0,1,0,4,1
0,1.2211156992849053,12,0,4,0,1
0,1.0970495983834692,10,0,2,0,0
1,9.270297260331402,0,1,2,0,1
1,1.5225152151543413,12,0,1,0,0
0,0.7666472814227827,15,0,1,0,0
0,1.22974882687316,4,1,2,0,0
1,4.189296784335459,4,1,0,0,1
0,0.8759484586347698,14,0,0,0,0
0,0.4547995975685168,18,0,0,0,0
0,0.7533533205755666,15,0,0,0,0
0,1.5749076704671612,7,0,0,0,0
0,1.867526385786181,20,0,1,0,0
0,0.7814446767346094,11,0,1,0,0
0,0.7482988014038476,9,0,1,0,0
1,5.792392361943029,14,0,2,0,1
0,0.9485341918791252,15,0,1,0,0
0,1.0738097813198362,8,0,2,0,0
0,10.565108670527582,6,0,1,4,1
0,1.9001304912411232,11,0,0,0,0
0,2.38649084421435,18,0,0,0,0
1,5.70624220108583,0,1,1,3,1
0,0.5193649961494354,19,0,0,0,0
1,2.3443106033617744,1,1,3,2,1
0,1.085215956784161,20,0,3,0,0
0,0.9558588840286445,0,1,2,0,0
1,3.276135445273896,0,1,1,2,1
0,0.5387528041432581,0,1,3,0,0
0,4.313810752574859,9,0,0,0,0
1,9.533241195170437,5,1,4,1,1
0,4.34368537662743,3,1,4,3,1
1,3.811955968989766,11,0,1,0,1
0,1.2599586586809872,3,1,2,0,0
1,1.1141617608183452,10,0,1,0,0
0,0.49894659309946215,18,0,2,0,0
0,0.8131404004934322,4,1,2,0,0
1,2.86391884139189,12,0,3,3,1
1,6.411431418546059,21,0,3,1,1
0,0.6664826018266798,6,0,0,0,0
1,2.018579975667726,4,1,2,2,1
0,0.6627542563753979,18,0,2,0,0
0,0.7917473444935652,2,1,1,0,0
0,0.8840893050768385,21,0,1,0,0
0,0.6876244486320642,22,0,0,0,0
0,1.5333883223442824,12,0,2,0,0
0,1.1538422626640439,15,0,2,0,0
0,0.8032733310401875,10,0,2,0,0
1,2.9629145413208615,12,0,1,0,0
0,0.8123172142443478,23,1,1,0,0
1,7.435040028370579,0,1,2,0,0
0,1.6319778278574837,11,0,1,0,0
0,1.3096900839912144,11,0,2,0,0
0,1.7704772472616603,9,0,2,0,0
1,1.4127225107820638,13,0,1,0,0
1,0.8291352878329334,0,1,0,0,0
0,1.9711123579985004,21,0,2,0,0
1,0.7788879072725347,16,0,1,0,0
0,0.7312695792487529,12,0,1,0,0
0,1.7052241905259709,9,0,2,4,1
0,0.7421796668567102,22,0,1,0,0
0,1.3722058660318974,23,1,2,0,0
1,1.9029075424496769,17,0,1,0,0
1,0.9294382924508326,19,0,2,0,0
1,1.0666132828656674,4,1,2,3,1
1,6.123277466747402,0,1,5,4,1
0,1.188037103523849,8,0,2,0,0
0,1.4446611053380538,13,0,2,0,0
0,0.905024321930585,17,0,2,0,0
0,1.2327525778716717,15,0,2,0,0
1,0.969997749729429,17,0,1,0,0
0,0.8540547299766114,13,0,3,0,0
1,6.2324893021852334,0,1,1,4,1
0,3.138437298264547,14,0,0,0,0
1,9.892458204040972,8,0,1,1,1
1,3.6500446044256476,0,1,2,0,1
0,4.5459097128859405,0,1,3,1,1
1,2.6810418530450435,0,1,5,1,1
0,1.1319861904143134,17,0,2,0,0
1,1.166987076535548,17,0,0,0,0
0,0.5189135714844146,11,0,1,0,0
1,0.6328085538318516,13,0,2,0,0
1,0.8363964714819542,8,0,1,0,0
0,1.8656013833626526,13,0,1,0,0
0,0.5175715151839071,10,0,0,0,0
0,3.371096145163257,5,1,1,1,1
1,2.5832630294101304,16,0,1,0,1
1,0.28134242630125583,6,0,2,0,0
1,2.1769615414699106,11,0,2,1,1
1,1.917209076350844,0,1,4,0,1
0,0.685351551697312,15,0,0,0,0
0,1.2522070861562309,8,0,1,0,0
1,6.670547089001538,13,0,2,0,1
0,0.6366956086415345,9,0,1,0,0
0,2.4385006738849624,17,0,0,0,0
1,1.7424311839244226,14,0,0,0,0
0,0.9149252942718411,8,0,0,0,0
0,0.7625458553043948,19,0,1,0,1
0,1.4949487368958976,14,0,1,0,0
1,3.244107607541319,12,0,4,0,1
0,1.6327253022634065,18,0,0,0,0
1,1.3412859673210629,6,0,3,0,0
0,1.0680227284358015,18,0,1,0,0
0,0.9969084414843848,10,0,0,0,0
0,0.8139350487591941,23,1,0,0,0
0,2.167435655234952,11,0,1,0,0
0,1.3098748486116447,17,0,0,0,0
1,6.41738903248276,0,1,2,0,1
1,1.213525020823899,8,0,0,0,0
1,0.8158931514955866,18,0,1,0,0
0,2.4020529733737868,9,0,1,0,0
0,1.7791687233637454,9,0,0,0,0
1,0.9600373776603955,12,0,0,0,0
0,0.6112978964228606,23,1,0,0,0
1,1.1360946958844595,23,1,1,0,0
0,0.764511304703838,19,0,3,0,0
0,0.5827393973383946,23,1,1,0,1
0,0.8891745460816394,14,0,2,0,0
0,1.0129199777436233,23,1,1,0,0
1,5.299871540371994,6,0,2,2,1
0,1.8081130188562422,7,0,2,0,1
0,5.040922073557626,1,1,0,3,1
0,1.2745663126710656,12,0,2,0,0
0,1.0376026849834534,10,0,1,0,0
0,0.664181220743517,15,0,1,0,0
1,0.8198801114525867,17,0,1,0,0
1,14.280353775994184,0,1,2,2,1
1,1.128491430165523,10,0,3,1,1
0,0.756975306785025,15,0,2,0,0
0,1.6898405484309944,16,0,2,0,0
